                                             三國志III 人物表                                              
┏━━━━━┳━━━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┓
┃ ID  ┃ 姓名   ┃   顏 ┃ 野心 ┃ 運氣 ┃ 冷靜 ┃ 勇猛 ┃ 陸指 ┃ 水指 ┃ 武力 ┃ 智力 ┃ 政治 ┃ 魅力 ┃ 相性 ┃ 義理 ┃
│ 398 │ 孫翊   │  109 │    1 │    3 │    1 │    3 │   70 │   52 │   76 │   42 │   35 │   45 │  125 │   78 │
│ 399 │ 孫韶   │ 95FD │    2 │    0 │    1 │    3 │   65 │   82 │   72 │   32 │   21 │   70 │  124 │   51 │
│ 400 │ 范疆   │ 9483 │    0 │    3 │    1 │    1 │   41 │   14 │   56 │   36 │   22 │   25 │  108 │   12 │
│ 401 │ 傅嬰   │ 9624 │    2 │    0 │    1 │    3 │   74 │   71 │   71 │   55 │   42 │   65 │  126 │   63 │
│ 402 │ 關興   │   32 │    2 │    1 │    2 │    1 │   85 │   70 │   88 │   70 │   61 │   72 │   75 │   90 │
│ 403 │ 龐義   │ CE79 │    1 │    3 │    1 │    3 │   30 │   12 │   35 │   61 │   72 │   69 │   67 │   72 │
│ 404 │ 郭奕   │   14 │    2 │    1 │    1 │    3 │   23 │   13 │   29 │   65 │   80 │   47 │   25 │   58 │
│ 405 │ 劉琮   │  168 │    1 │    2 │    2 │    0 │   52 │   16 │   59 │   52 │   65 │   48 │   45 │   53 │
│ 406 │ 夏侯霸 │   26 │    2 │    3 │    1 │    3 │   82 │   74 │   87 │   59 │   55 │   71 │   25 │   89 │
│ 407 │ 田疇   │ 9DF9 │    1 │    1 │    1 │    3 │   75 │   70 │   70 │   47 │   58 │   76 │   93 │   72 │
│ 408 │ 張嶷   │  205 │    1 │    2 │    1 │    3 │   64 │   23 │   71 │   65 │   36 │   59 │   65 │   65 │
│ 409 │ 吳班   │  200 │    1 │    3 │    1 │    3 │   64 │   21 │   65 │   47 │   43 │   62 │   70 │   70 │
│ 410 │ 曹真   │   99 │    2 │    2 │    2 │    0 │   78 │   70 │   73 │   61 │   48 │   72 │   24 │   79 │
│ 411 │ 凌統   │  181 │    2 │    2 │    1 │    3 │   71 │   70 │   81 │   65 │   57 │   74 │  120 │   84 │
│ 412 │ 廖立   │ C0A0 │    1 │    0 │    2 │    0 │   37 │   16 │   43 │   68 │   70 │   51 │   70 │   53 │
│ 413 │ 孫桓   │ 9970 │    2 │    0 │    1 │    2 │   63 │   81 │   70 │   52 │   58 │   73 │  127 │   68 │
│ 414 │ 陳韋   │  125 │    2 │    2 │    2 │    0 │   70 │   66 │   50 │   92 │   81 │   75 │   29 │   80 │
│ 415 │ 張承   │ 961C │    2 │    0 │    1 │    3 │   61 │   27 │   65 │   41 │   33 │   53 │  130 │   74 │
│ 416 │ 向寵   │   84 │    2 │    2 │    2 │    0 │   82 │   70 │   40 │   85 │   73 │   78 │   79 │   80 │
│ 417 │ 司馬朗 │ D50A │    2 │    2 │    2 │    1 │   28 │   23 │   41 │   69 │   83 │   52 │   26 │   87 │
│ 418 │ 趙廣   │  124 │    1 │    2 │    2 │    2 │   70 │   70 │   73 │   64 │   53 │   69 │   75 │   70 │
│ 419 │ 邢道榮 │   54 │    2 │    1 │    1 │    2 │   70 │   21 │   78 │   30 │   26 │   54 │  136 │   42 │
│ 420 │ 夏侯蘭 │ 9550 │    2 │    0 │    1 │    3 │   70 │   70 │   72 │   53 │   42 │   68 │   23 │   73 │
│ 421 │ 諸葛亮 │   76 │    2 │    0 │    2 │    0 │   92 │   78 │   61 │  100 │   92 │   95 │   75 │   98 │
│ 422 │ 王桀   │    6 │    1 │    0 │    2 │    1 │   28 │   13 │   30 │   70 │   86 │   68 │   30 │   70 │
│ 423 │ 龐柔   │ 8E6E │    0 │    3 │    1 │    3 │   63 │   21 │   68 │   54 │   48 │   35 │   71 │   44 │
│ 424 │ 曹丕   │  103 │    3 │    3 │    2 │    2 │   65 │   25 │   68 │   65 │   73 │   70 │   25 │   79 │
│ 425 │ 關索   │   33 │    2 │    1 │    2 │    1 │   80 │   70 │   85 │   68 │   59 │   70 │   75 │   89 │
│ 426 │ 馬良   │  140 │    2 │    1 │    2 │    1 │   73 │   69 │   45 │   80 │   92 │   85 │   77 │   81 │
│ 427 │ 曹植   │   98 │    0 │    2 │    1 │    2 │   12 │   10 │   15 │   76 │   82 │   83 │   25 │   84 │
│ 428 │ 駱統   │ C952 │    0 │    2 │    1 │    1 │   33 │   28 │   41 │   65 │   73 │   32 │  130 │   67 │
│ 429 │ 郭淮   │  187 │    2 │    0 │    1 │    3 │   53 │   20 │   58 │   66 │   67 │   50 │   15 │   48 │
│ 430 │ 陳式   │ 9679 │    1 │    3 │    1 │    2 │   60 │   23 │   67 │   28 │   19 │   37 │   81 │   40 │
│ 431 │ 夏侯尚 │   23 │    2 │    2 │    2 │    0 │   68 │   25 │   70 │   60 │   54 │   67 │   24 │   82 │
│ 432 │ 周魴   │ DEF9 │    2 │    1 │    1 │    3 │   40 │   33 │   49 │   71 │   79 │   60 │  120 │   80 │
│ 433 │ 晏明   │ 9D5B │    2 │    1 │    1 │    0 │   59 │   20 │   62 │   34 │   27 │   27 │   24 │   64 │
│ 434 │ 步騭   │ C042 │    2 │    1 │    2 │    0 │   20 │   11 │   25 │   65 │   74 │   72 │  120 │   75 │
│ 435 │ 牛金   │   50 │    1 │    3 │    1 │    3 │   73 │   70 │   82 │   35 │   21 │   57 │   29 │   69 │
│ 436 │ 劉賢   │ D508 │    1 │    3 │    1 │    1 │   49 │   23 │   58 │   58 │   63 │   49 │  135 │   48 │
│ 437 │ 潘濬   │ CE23 │    1 │    0 │    1 │    2 │   48 │   17 │   50 │   53 │   31 │   38 │  105 │   30 │
│ 438 │ 謝旌   │ 8AE2 │    0 │    2 │    1 │    3 │   75 │   63 │   78 │   25 │   23 │   30 │  130 │   35 │
│ 439 │ 馬謖   │  136 │    2 │    2 │    2 │    0 │   71 │   69 │   68 │   80 │   72 │   69 │   80 │   75 │
│ 440 │ 曹休   │   94 │    2 │    0 │    2 │    0 │   72 │   70 │   72 │   65 │   58 │   78 │   26 │   82 │
│ 441 │ 夏侯威 │   19 │    2 │    0 │    1 │    3 │   75 │   71 │   75 │   72 │   67 │   70 │   25 │   90 │
│ 442 │ 張虎   │ 800C │    1 │    0 │    1 │    2 │   54 │   23 │   61 │   57 │   52 │   41 │   22 │   42 │
│ 443 │ 曹彰   │   97 │    2 │    1 │    1 │    2 │   81 │   71 │   93 │   42 │   39 │   70 │   25 │   85 │
│ 444 │ 楊儀   │  212 │    2 │    0 │    1 │    3 │   73 │   70 │   70 │   61 │   72 │   71 │   71 │   65 │
│ 445 │ 劉封   │  215 │    0 │    2 │    2 │    1 │   59 │   21 │   63 │   57 │   50 │   59 │   75 │   74 │
│ 446 │ 荀惲   │ C1E0 │    1 │    3 │    1 │    3 │   36 │   17 │   41 │   42 │   69 │   72 │   27 │   78 │
│ 447 │ 鍾進   │ 96A5 │    1 │    2 │    0 │    3 │   66 │   26 │   72 │   58 │   47 │   51 │   33 │   65 │
│ 448 │ 張溫   │ CC99 │    0 │    3 │    1 │    3 │   21 │   13 │   25 │   58 │   69 │   72 │  120 │   75 │
│ 449 │ 劉循   │  169 │    0 │    3 │    1 │    3 │   52 │   25 │   58 │   44 │   37 │   60 │   55 │   75 │
│ 450 │ 周善   │ 8DEA │    2 │    0 │    1 │    1 │   43 │   54 │   75 │   42 │   36 │   67 │  124 │   80 │
│ 451 │ 和洽   │ C589 │    1 │    1 │    1 │    2 │   29 │   10 │   35 │   58 │   71 │   46 │   28 │   43 │
│ 452 │ 卓膺   │ 9232 │    1 │    3 │    1 │    3 │   61 │   25 │   65 │   50 │   38 │   58 │   60 │   63 │
│ 453 │ 耿紀   │ D600 │    2 │    0 │    1 │    0 │   38 │   16 │   43 │   59 │   71 │   68 │   90 │   78 │
│ 454 │ 申儀   │ 8E8B │    1 │    3 │    1 │    2 │   60 │   23 │   67 │   54 │   46 │   48 │   32 │   61 │
│ 455 │ 傅士仁 │ 88E3 │    1 │    2 │    1 │    2 │   52 │   20 │   58 │   38 │   32 │   17 │  110 │   13 │
│ 456 │ 薛悌   │ C881 │    1 │    2 │    1 │    3 │   42 │   17 │   49 │   61 │   65 │   51 │   28 │   67 │
│ 457 │ 申耽   │ 946A │    2 │    0 │    1 │    1 │   61 │   28 │   72 │   56 │   48 │   60 │   32 │   70 │
│ 458 │ 夏侯惠 │   22 │    1 │    3 │    1 │    3 │   81 │   73 │   82 │   81 │   61 │   76 │   25 │   90 │
│ 459 │ 沙摩可 │   71 │    0 │    2 │    1 │    3 │   74 │   70 │   91 │   20 │   17 │   48 │   67 │   49 │
│ 460 │ 王基   │ 9D1E │    2 │    0 │    1 │    3 │   71 │   70 │   72 │   69 │   47 │   71 │   28 │   57 │
│ 461 │ 曹熊   │ DDC2 │    1 │    1 │    1 │    0 │   51 │   22 │   63 │   60 │   65 │   42 │   25 │   68 │
│ 462 │ 王雙   │    7 │    2 │    0 │    1 │    3 │   84 │   70 │   88 │   21 │   20 │   29 │   24 │   73 │
│ 463 │ 卑衍   │ 9A26 │    1 │    3 │    1 │    2 │   72 │   70 │   71 │   57 │   49 │   65 │   12 │   42 │
│ 464 │ 楊祚   │ 86B8 │    1 │    1 │    1 │    2 │   72 │   70 │   63 │   44 │   37 │   40 │    9 │   52 │
│ 465 │ 吳質   │ C283 │    0 │    3 │    2 │    0 │   35 │   16 │   42 │   61 │   73 │   64 │   29 │   75 │
│ 466 │ 賈範   │ 8C93 │    1 │    2 │    1 │    3 │   61 │   27 │   67 │   65 │   44 │   78 │    7 │   64 │
│ 467 │ 柳甫   │ C6D2 │    1 │    3 │    1 │    2 │   32 │   15 │   42 │   61 │   69 │   43 │    9 │   46 │
│ 468 │ 韋康   │ C9B2 │    1 │    2 │    1 │    1 │   27 │    9 │   30 │   58 │   66 │   28 │   30 │   36 │
│ 469 │ 倫直   │ 964D │    1 │    2 │    1 │    0 │   53 │   26 │   57 │   56 │   50 │   64 │   15 │   72 │
│ 470 │ 夏侯存 │ 96F4 │    2 │    0 │    1 │    2 │   59 │   26 │   64 │   51 │   47 │   42 │   25 │   78 │
│ 471 │ 夏侯和 │   31 │    2 │    0 │    1 │    3 │   77 │   73 │   80 │   80 │   63 │   70 │   25 │   87 │
│ 472 │ 程武   │ C071 │    1 │    3 │    1 │    3 │   60 │   58 │   43 │   80 │   67 │   70 │   22 │   76 │
│ 473 │ 姜維   │   43 │    2 │    2 │    2 │    0 │   88 │   75 │   91 │   92 │   72 │   85 │   73 │   88 │
│ 474 │ 毋丘儉 │   37 │    2 │    2 │    1 │    2 │   74 │   23 │   75 │   50 │   47 │   48 │   39 │   13 │
│ 475 │ 諸葛恪 │   74 │    2 │    1 │    1 │    3 │   69 │   75 │   52 │   95 │   83 │   75 │  122 │   82 │
│ 476 │ 朱褒   │ 8968 │    0 │    2 │    1 │    0 │   54 │   30 │   59 │   60 │   67 │   14 │   60 │   28 │
│ 477 │ 呂凱   │  217 │    1 │    2 │    1 │    3 │   32 │   18 │   43 │   68 │   75 │   71 │   70 │   75 │
│ 478 │ 鄧艾   │  143 │    2 │    0 │    2 │    0 │   87 │   75 │   85 │   93 │   81 │   74 │   29 │   60 │
│ 479 │ 公孫淵 │   67 │    3 │    2 │    2 │    2 │   73 │   71 │   72 │   65 │   60 │   74 │   10 │   10 │
│ 480 │ 雍闓   │ 99F2 │    3 │    1 │    1 │    1 │   70 │   21 │   75 │   44 │   30 │   52 │   60 │   41 │
│ 481 │ 曹叡   │   93 │    3 │    2 │    2 │    0 │   64 │   60 │   68 │   80 │   72 │   73 │   25 │   80 │
│ 482 │ 金環結 │   48 │    0 │    2 │    1 │    1 │   64 │   20 │   60 │   12 │   14 │   15 │   50 │   20 │
│ 483 │ 高定   │ 9C94 │    2 │    0 │    1 │    3 │   65 │   30 │   67 │   22 │   20 │   48 │   82 │   50 │
│ 484 │ 董荼奴 │  134 │    1 │    3 │    2 │    0 │   55 │   26 │   63 │   15 │   10 │   15 │   56 │   47 │
│ 485 │ 阿會喃 │ 8DA4 │    0 │    3 │    1 │    3 │   68 │   14 │   70 │   22 │   31 │   15 │   56 │   75 │
│ 486 │ 朵思王 │  111 │    2 │    0 │    1 │    3 │   62 │   31 │   68 │   51 │   40 │   39 │   48 │   45 │
│ 487 │ 王伉   │ 82A2 │    1 │    3 │    1 │    2 │   56 │   18 │   58 │   55 │   70 │   67 │   79 │   83 │
│ 488 │ 孟獲   │  150 │    2 │    1 │    1 │    3 │   86 │   72 │   89 │   17 │    6 │   34 │   52 │   28 │
│ 489 │ 孟優   │  151 │    2 │    1 │    2 │    0 │   70 │   26 │   83 │   12 │    5 │   12 │   52 │   47 │
│ 490 │ 孫登   │ CD20 │    2 │    3 │    1 │    3 │   31 │   23 │   35 │   50 │   56 │   80 │  125 │   90 │
│ 491 │ 劉禪   │  158 │    0 │    1 │    1 │    3 │   18 │    4 │   22 │   20 │   32 │   64 │   75 │   80 │
│ 492 │ 尹賞   │ D60B │    1 │    3 │    1 │    3 │   35 │   23 │   37 │   43 │   71 │   33 │   55 │   30 │
│ 493 │ 馬遵   │ 9653 │    2 │    1 │    1 │    2 │   63 │   19 │   64 │   62 │   58 │   67 │   22 │   79 │
│ 494 │ 樂綝   │ 9ECA │    1 │    2 │    1 │    3 │   53 │   12 │   56 │   43 │   25 │   31 │   22 │   52 │
│ 495 │ 司馬師 │   79 │    2 │    3 │    2 │    0 │   79 │   76 │   65 │   87 │   81 │   75 │   26 │   85 │
│ 496 │ 秦良   │ 9ED3 │    1 │    2 │    1 │    1 │   62 │   25 │   65 │   44 │   40 │   56 │   21 │   59 │
│ 497 │ 陳泰   │  207 │    2 │    2 │    1 │    3 │   72 │   70 │   79 │   78 │   69 │   69 │   29 │   47 │
│ 498 │ 文欽   │   92 │    2 │    2 │    1 │    3 │   74 │   29 │   80 │   30 │   21 │   61 │   39 │   62 │
│ 499 │ 司馬昭 │   80 │    2 │    2 │    2 │    0 │   75 │   72 │   66 │   85 │   82 │   70 │   26 │   78 │
│ 500 │ 秦朗   │ 8173 │    1 │    3 │    1 │    0 │   61 │   28 │   66 │   37 │   21 │   47 │   20 │   50 │
│ 501 │ 曹爽   │ 8ACC │    3 │    2 │    1 │    2 │   59 │   27 │   65 │   52 │   48 │   62 │   24 │   58 │
│ 502 │ 諸葛誕 │    8 │    2 │    0 │    1 │    3 │   66 │   70 │   72 │   70 │   59 │   80 │   38 │   57 │
│ 503 │ 劉永   │ D559 │    1 │    2 │    1 │    0 │   46 │   17 │   52 │   62 │   69 │   53 │   75 │   82 │
│ 504 │ 劉理   │ D649 │    1 │    1 │    2 │    0 │   46 │   18 │   48 │   63 │   67 │   69 │   75 │   80 │
│ 505 │ 曹宇   │ D8AA │    0 │    2 │    2 │    2 │   64 │   23 │   69 │   68 │   71 │   74 │   25 │   92 │
│ 506 │ 曹儀   │ 8284 │    2 │    0 │    1 │    2 │   52 │   14 │   64 │   59 │   44 │   50 │   27 │   63 │
│ 507 │ 曹彥   │ C188 │    2 │    0 │    1 │    2 │   62 │   24 │   66 │   60 │   68 │   59 │   27 │   68 │
│ 508 │ 曹訓   │ 8D0C │    1 │    3 │    1 │    1 │   73 │   71 │   71 │   62 │   54 │   74 │   27 │   79 │
│ 509 │ 羊祜   │ 91F1 │    2 │    0 │    1 │    3 │   83 │   72 │   46 │   80 │   79 │   74 │   27 │   81 │
│ 510 │ 孫和   │ D6B0 │    2 │    2 │    1 │    3 │   35 │   28 │   39 │   50 │   58 │   80 │  125 │   85 │
│ 511 │ 鍾會   │   52 │    2 │    3 │    2 │    0 │   80 │   74 │   70 │   94 │   70 │   79 │   33 │   15 │
│ 512 │ 公孫修 │ DD91 │    1 │    1 │    0 │    3 │   56 │   27 │   66 │   47 │   68 │   32 │   10 │   46 │
│ 513 │ 曹芳   │ D19A │    3 │    1 │    3 │    0 │   46 │   13 │   50 │   47 │   54 │   56 │   25 │   70 │
│ 514 │ 劉諶   │ 88A9 │    1 │    2 │    1 │    1 │   62 │   20 │   63 │   61 │   64 │   81 │   75 │   98 │
│ 515 │ 夏侯玄 │ C1E9 │    0 │    3 │    1 │    2 │   31 │   14 │   43 │   79 │   92 │   72 │   25 │   97 │
│ 516 │ 曹髦   │ 805C │    3 │    0 │    1 │    3 │   58 │   20 │   64 │   37 │   31 │   35 │   25 │   47 │
│ 517 │ 陸抗   │ 9D09 │    1 │    2 │    1 │    3 │   65 │   98 │   77 │   77 │   69 │   87 │  126 │   70 │
│ 518 │ 孫休   │ CCB8 │    3 │    0 │    3 │    0 │   40 │   19 │   42 │   58 │   65 │   59 │  124 │   79 │
│ 519 │ 田章   │ 8979 │    1 │    2 │    1 │    1 │   53 │   25 │   68 │   45 │   39 │   46 │   32 │   57 │
│ 520 │ 田續   │ 96B1 │    1 │    3 │    1 │    2 │   58 │   23 │   67 │   49 │   41 │   42 │   32 │   39 │
│ 521 │ 曹奐   │ C27A │    2 │    3 │    3 │    0 │   41 │   16 │   43 │   50 │   52 │   59 │   25 │   42 │
│ 522 │ 孫異   │ 92BA │    1 │    3 │    1 │    2 │   62 │   82 │   70 │   60 │   49 │   71 │  122 │   67 │
│ 523 │ 孫亮   │ C6D0 │    3 │    1 │    1 │    3 │   23 │   20 │   29 │   70 │   79 │   88 │  125 │   85 │
│ 524 │ 岑昏   │ CEA2 │    0 │    3 │    2 │    1 │   28 │   15 │   34 │   62 │   77 │   27 │  140 │   36 │
│ 525 │ 薛瑩   │ DDCB │    0 │    2 │    1 │    1 │   33 │   16 │   40 │   61 │   78 │   62 │  139 │   58 │
│ 526 │ 孫皓   │ 9444 │    2 │    3 │    3 │    0 │   69 │   23 │   70 │   62 │   51 │   46 │  125 │   63 │
│ 527 │ 孫冀   │ 8EBB │    2 │    0 │    0 │    3 │   66 │   84 │   74 │   72 │   53 │   66 │  128 │   56 │
│ 528 │ 孫秀   │ 9149 │    0 │    3 │    1 │    2 │   60 │   75 │   76 │   68 │   59 │   80 │  123 │   72 │
│ 529 │ 沈瑩   │ 8592 │    2 │    0 │    1 │    1 │   71 │   70 │   70 │   51 │   38 │   74 │  135 │   80 │
│ 530 │ 司馬炎 │ C041 │    3 │    2 │    2 │    3 │   90 │   71 │   86 │   71 │   54 │   63 │   26 │   52 │
└─────┴────────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┘
